X6,X8,X15,X1,X12,X7,status_label
19.512,403.4319,114.069,111.253,26.97,2.412,1
-1.083,9.4724,-4.923,0.137,-1.003,0.025,0
-300.162,98.6912,-2025.354,205.062,86.986,154.52,1
-15.632,9.351,3.35,14.872,-4.51,8.64,1
-2.978,27.3136,-11.019,33.91,-0.719,15.79,1
-20.975,169.7925,-44.092,69.215,-19.397,3.0,1
239.23,1733.4696,887.686,1473.454,308.281,115.485,1
0.028,23.4219,-0.889,20.335,1.154,10.495,1
-34.658,1953.8652,178.638,468.0,112.09,284.042,0
-53.258,294.7541,-12.156,132.543,-1.807,91.998,1
5.016,83.5223,18.386,112.356,8.966,7.666,0
18.157,213.816,212.195,87.104,9.663,34.428,1
14.112,140.8661,15.197,186.958,36.064,17.877,1
-19.945,911.2635,-192.032,175.35,-25.151,15.724,1
2.527,1014.7943,-451.182,165.891,-9.287,117.528,1
-0.562,33.3747,0.415,18.558,-1.11,5.709,0
5.455,14.1003,-28.837,18.996,0.6,0.801,0
25.173,280.4683,26.377,123.482,40.895,14.531,1
3527.0,66048.6319,11375.0,16202.0,7131.0,6361.0,0
0.29,20.3915,17.791,33.779,0.488,0.0,1
19.583,912.0758,372.33,214.424,71.028,0.0,1
4.655,42.1373,-23.303,7.409,1.628,4.218,0
2.073,115.432,10.312,31.744,11.442,12.508,0
11.556,897.7884,-761.893,168.808,-63.601,8.583,1
25.472,800.6845,-194.853,304.882,49.29,134.414,0
-3.89,42.9139,-35.007,15.54,-3.961,3.276,1
6.898,90.7118,-6.21,11.283,8.227,9.144,1
-38.484,9.6703,-96.794,32.426,7.228,18.931,0
1.58,112.1752,51.911,344.936,31.409,144.921,1
7.978,227.6561,13.208,65.691,13.563,48.059,0
0.456,87.9912,-7.165,6.183,-5.034,0.164,1
-9.946,973.0619,-24.809,108.971,-10.77,4.731,0
-2.894,0.148,-189.921,0.669,-1.223,0.139,0
-8.09,276.2204,8.541,171.122,51.419,109.161,1
0.392,4.1926,2.198,3.84,0.481,0.455,0
152.4,1475.243,71.9,1473.1,199.9,373.8,1
0.075,5.248,-0.162,0.946,0.16,0.464,0
-1.851,0.0247,-8.012,0.868,-0.896,0.306,0
603.064,10449.7413,1794.469,478.853,723.134,253.295,0
34.923,1059.1149,193.514,439.94,59.511,0.0,1
-0.811,19.4349,-8.944,1.1,-0.856,0.486,0
35.227,1167.1618,273.201,461.069,106.827,185.058,0
95.551,7233.1348,466.806,1375.837,194.268,309.007,1
6.376,78.1,20.463,99.957,12.359,42.179,0
2.916,92.1621,15.516,40.406,2.932,12.829,0
23.531,231.6838,49.908,140.135,38.131,12.136,1
16.949,61.0721,29.714,58.916,24.741,11.528,1
-29.619,9.5673,-17.244,16.456,-17.416,9.05,1
3.617,123.5747,-63.003,133.058,21.771,21.397,1
-0.28,0.5012,-0.841,9.938,-0.159,2.295,1
9.548,282.2592,223.399,103.373,3.437,1.726,1
231.4,2410.43,1093.9,744.6,471.6,335.1,0
-14.866,104.406,-11.758,47.636,-10.991,33.407,0
-3.303,3.9423,-30.302,10.172,-1.346,4.101,1
5.853,461.4393,-11.249,195.921,9.175,5.472,0
-49.469,15.0168,-410.838,96.8,-34.355,3.016,1
444.3,2573.493,404.5,1853.3,813.3,700.5,0
0.133,7.329,17.777,9.952,1.716,3.495,1
17.699,637.1462,140.312,157.896,27.57,86.544,0
2.103,14.076,14.032,39.888,5.848,17.29,0
0.032,3.0288,-71.621,4.37,0.95,4.148,1
6.653,527.748,-5.361,33.829,20.185,0.281,1
-26.599,411.2712,-55.437,196.209,-56.694,15.0,0
1.084,123.0514,-28.097,192.409,27.874,102.151,1
66.341,277.6236,1048.685,147.83,67.371,58.701,0
-0.251,3.409,-14.079,4.225,0.507,2.765,0
302.989,13101.2851,1576.632,1301.552,343.88,248.956,0
-8.607,184.8298,-27.574,7.993,-9.681,0.314,1
14.178,330.2026,70.222,163.769,24.522,136.083,1
3.885,102.2965,-14.243,223.137,3.979,69.29,0
64.655,2531.4637,-533.644,209.433,208.923,133.253,1
-38.383,202.4211,-158.016,93.48,-26.573,3.371,1
9.869,245.8915,-48.167,54.169,31.487,40.588,0
-546.51,120.6293,-1609.619,56.318,-38.349,2.916,1
-11.936,1087.4464,-74.531,834.408,30.916,264.316,0
140.465,403.7558,951.142,384.965,269.705,77.313,1
38.087,541.2344,7.292,75.937,58.944,29.03,0
-126.89,93.0877,-208.247,33.677,37.17,4.12,0
-0.589,12.7716,-6.948,0.033,-0.558,0.009,0
29.66,801.216,105.64,296.335,41.988,119.224,0
5.739,68.2599,-10.86,8.566,10.882,4.796,1
-38.195,306.1748,-164.658,134.74,-37.888,34.606,1
285.374,4916.8979,1351.473,1596.424,695.689,861.759,1
-167.189,1364.4967,-1038.566,299.053,-79.208,35.171,0
-9.916,174.5781,-76.529,78.772,-4.379,30.266,0
-7.548,48.3087,-27.827,2.907,-6.297,1.412,1
129.197,1876.4878,539.261,284.687,207.398,0.0,1
3467.0,47427.5335,18569.0,17793.0,4867.0,3727.0,0
17.503,890.9929,97.837,185.504,31.008,110.256,0
-9.863,1.6805,-23.09,1.846,-2.518,1.448,1
86.547,3056.7736,1165.338,1595.681,202.736,610.893,0
4.08,50.5517,11.297,47.299,3.392,6.408,0
774.0,17289.6993,2810.5,2958.2,1297.4,558.2,1
-179.387,10144.1857,-370.696,906.986,-150.663,159.171,0
-84.935,525.9513,-219.585,257.309,-57.644,38.881,1
841.489,7513.2855,10339.867,3825.962,1414.903,0.0,0
0.639,4.8469,8.45,8.511,0.953,1.801,0
-20.321,258.855,-126.225,145.119,-20.198,28.62,0
23.495,667.7636,38.464,195.045,49.257,13.694,0
162.529,2934.8782,1370.296,987.81,321.215,436.035,0
3.684,56.0588,24.551,35.002,5.681,9.336,0
155.601,7423.7638,1106.876,1288.816,364.215,421.001,0
-71.644,437.7472,-563.248,110.881,-70.06,0.0,1
-6.26,14.342,-31.496,24.19,-4.995,8.013,1
-15.82,228.7931,-8.106,45.479,-15.223,4.545,0
-328.783,293.8062,-939.01,192.452,-311.738,16.654,1
88.354,1238.7752,356.171,369.419,149.01,116.942,1
-204.9,127.2336,318.893,244.186,40.785,52.067,1
27.62,647.7282,-13.684,459.232,31.845,176.319,0
-27.96,81.7521,-167.665,24.525,-28.95,1.344,1
41.121,550.793,269.978,289.889,99.488,86.879,1
5.367,80.3967,-1.013,14.572,8.04,4.214,1
-11.644,7.6115,-85.982,0.385,-8.759,0.014,1
-32.641,181.5739,215.333,205.009,-50.712,32.066,0
734.0,10984.44,253.0,5228.0,1350.0,2177.0,0
107.0,1269.73,174.0,1976.0,352.0,1251.0,0
136.238,1124.7124,64.54,228.229,-0.449,22.614,1
6.728,694.685,-313.947,242.124,66.146,3.117,0
9.231,160.288,89.254,103.851,30.373,43.049,1
-225.9,2409.5876,-1201.29,1082.939,-176.085,92.915,0
15.725,125.8044,-120.624,45.56,14.355,34.198,0
0.354,78.5531,11.753,60.314,-3.202,8.495,0
1.667,133.2045,2.836,35.911,2.102,0.691,0
-5.976,150.0811,-132.919,70.364,-8.115,8.12,1
23.557,508.913,69.684,349.201,39.627,135.587,0
152.4,1475.243,71.9,1473.1,199.9,373.8,1
3531.0,49725.4168,5318.0,8120.0,-371.0,489.0,0
130.136,2849.663,573.388,302.565,199.15,112.014,1
-4.187,3.6095,-4.961,1.822,-3.218,0.423,1
-2.978,27.3136,-11.019,33.91,-0.719,15.79,1
676.0,6298.56,6926.0,6053.0,336.0,1939.0,1
0.954,16.63,-36.885,31.615,2.161,14.031,0
-619.963,17.8926,-840.416,54.612,-625.075,9.88,1
607.0,9923.48,2780.9,2188.0,919.1,879.3,0
5.576,15.3429,-54.295,16.202,-0.547,2.391,0
0.445,86.589,21.599,51.672,2.142,9.483,1
-153.514,61.663,-206.704,90.525,-35.59,54.255,1
10.332,78.5487,46.176,44.288,16.538,11.53,0
5.164,44.2925,16.573,7.909,8.007,5.579,0
-8.925,111.6126,-135.452,74.216,-7.431,14.874,0
-25.283,151.9132,-99.874,89.525,-25.542,1.352,1
2338.0,24054.2028,13109.0,2813.0,4075.0,594.0,0
957.7,8976.121,3601.6,3005.9,1620.9,987.5,1
-39.6,336.996,120.3,286.9,41.2,149.3,1
-666.0,520.7989,-1694.0,2303.0,-68.0,876.0,1
39.06,242.3078,135.446,52.369,52.703,31.513,1
-382.464,330.8894,102.218,232.016,119.231,157.861,0
-2.072,7.6015,-10.814,9.414,-1.558,7.86,0
-3.314,4.6567,-13.75,4.351,-3.4,3.125,1
-11.867,309.7163,150.344,372.667,-5.517,103.284,0
3.572,33.9379,23.5,38.582,5.827,26.169,0
2.633,54.3155,9.214,43.846,5.011,1.091,1
75.909,1312.8998,282.013,192.383,170.532,138.88,1
-101.605,636.0989,-519.716,478.009,27.988,42.921,1
-2.996,16.6829,-7.524,25.073,-1.936,10.727,1
29.435,1618.8917,287.588,100.231,44.724,22.026,0
29.807,624.7908,-19.204,141.703,96.686,22.532,1
-567.618,2237.0182,-693.623,1399.617,-124.288,420.799,0
11.923,263.0433,40.002,29.768,32.975,20.918,1
1.907,50.0424,5.351,35.573,3.034,3.872,0
-6453.293,0.262,-9193.652,1720.715,502.872,825.786,1
-22.997,1129.5441,-287.961,386.318,-6.737,14.501,0
38.948,1455.7111,84.027,109.127,62.703,24.769,1
-37.783,227.159,-134.688,32.006,-19.666,5.966,1
-0.454,245.6241,-6.541,89.362,-3.174,5.479,0
1312.07,27066.6768,4295.861,11826.277,1793.131,4471.201,0
14.958,239.7129,211.861,309.878,29.959,213.1,1
229.7,7616.7276,296.2,1327.4,383.4,477.1,0
-12.869,169.2416,-259.557,44.017,-10.83,6.484,0
-5799.0,129.4522,-43091.0,6628.0,513.0,2261.0,1
97.075,2805.9728,-411.208,333.122,174.779,9.794,1
62.274,2533.7802,611.567,1606.632,150.594,350.85,0
-29.342,7.7661,-55.722,9.046,3.018,3.687,1
27.015,979.5918,-45.728,519.283,123.4,257.889,1
-2.2,3.7069,-9.555,14.303,-1.101,4.284,1
248.808,28367.4703,735.521,2343.217,304.878,1557.048,1
16.905,61.37,194.044,405.646,26.154,236.444,0
-22.716,31.0177,-82.876,2.421,-9.471,0.176,1
136.0,4360.4724,2186.0,1735.0,517.0,379.0,0
-11.631,18.7844,-63.724,2.333,-10.665,0.107,1
-7.115,60.5196,43.868,84.198,-2.787,11.292,0
5.041,1454.024,-148.644,73.388,67.535,51.215,1
0.193,161.6568,1.875,49.306,-1.227,9.902,1
-25.244,227.6398,-1.912,615.278,47.48,78.109,0
374.2,6471.362,779.8,1222.9,551.2,427.0,0
429.0,2577.7378,175.0,793.0,1411.0,423.0,1
41.6,251.6648,165.499,696.453,165.389,250.568,1
-13.638,253.7826,121.434,618.15,43.025,196.681,0
-14.82,59.3551,-71.927,55.891,32.177,13.961,1
14.293,397.5343,96.171,80.693,28.622,27.81,1
10.343,556.82,-80.917,60.976,52.845,27.268,1
-0.018,101.3768,-51.533,29.599,4.746,16.084,1
17.799,404.9291,29.9,125.998,3.578,43.644,0
2.934,45.7043,-79.148,4.451,3.699,0.094,1
8430.0,162222.4594,42464.0,46970.0,11848.0,28136.0,0
8.251,141.9039,42.212,175.073,37.411,76.225,1
58.389,905.2864,496.717,175.213,94.273,39.208,0
0.285,26.208,-0.235,10.662,0.473,0.736,0
81.975,1436.8248,598.682,104.027,112.78,58.813,1
20.727,503.7075,132.616,105.729,31.399,29.3,0
-37.783,227.159,-134.688,32.006,-19.666,5.966,1
-0.128,40.0278,24.603,63.99,1.377,9.843,1
54.254,1111.4051,139.531,212.447,88.196,3.455,1
141.352,2262.2871,766.798,829.451,259.554,420.403,0
-0.684,125.7784,119.737,130.347,7.897,54.464,0
13.594,130.1252,-108.87,52.979,-29.381,2.637,1
-35.203,709.043,-413.146,114.696,-35.374,0.054,0
54.482,443.569,42.488,49.705,68.746,0.219,1
-136.943,20.8317,-288.519,227.406,-125.827,3.9,1
0.211,64.3101,-1.359,114.688,9.474,46.71,0
-20.781,311.7863,-299.28,54.985,12.445,28.031,1
-1.958,40.6673,-13.821,3.727,-1.643,0.102,1
-148.033,843.1804,-1235.237,584.221,-156.529,53.496,0
-11.219,29.0127,-125.99,36.373,-11.194,13.913,1
14.504,141.102,102.877,9.321,18.069,7.696,1
0.892,1.8615,-56.775,1.356,-1.381,0.003,1
-87.1,17.0615,-530.6,370.0,16.5,114.6,1
9.249,98.6953,0.399,27.848,-5.1,1.449,1
-33.218,138.8138,-112.454,94.963,-31.531,3.017,1
-44.213,149.8222,-940.277,242.817,-95.061,19.794,0
-2.571,5.7963,-29.815,5.938,-3.013,3.231,0
-24.656,382.6704,-35.87,413.485,20.176,129.573,1
9.367,0.8798,-16.955,2.483,-1.776,0.998,0
4.531,30.8175,56.013,55.621,8.091,0.255,1
53.0,63141.9284,1661.0,11267.0,538.0,1170.0,0
-49.077,170.188,-171.517,118.247,38.292,37.374,1
-6.658,25.3644,-20.205,15.233,-6.181,5.374,0
-7.276,28.7284,-93.778,1.597,-6.099,0.0,0
6.374,290.1822,-691.957,107.576,5.171,20.341,0
23.638,332.024,34.051,123.143,40.111,45.544,1
-1.669,2.9868,-3.53,10.414,-2.324,1.362,1
9.976,343.5788,13.333,135.496,11.494,4.721,0
-65.129,319.9736,-1062.88,604.585,-62.352,30.051,0
9.215,201.24,53.777,45.948,16.324,4.706,0
-3.999,200.335,-38.54,30.797,23.166,3.544,1
-206.955,1961.2204,-960.716,353.527,-163.869,7.868,0
-11.62,15.4067,-59.532,39.832,-6.373,10.742,1
140.038,3521.4531,2043.095,1401.191,-146.262,586.595,0
-1.846,25.9107,-5.461,27.558,-1.606,6.759,0
-24.388,23.9694,-433.688,7.719,-22.624,0.232,0
15.026,910.369,35.934,96.427,20.374,11.692,0
-3.372,6.0784,-1.599,3.534,1.505,0.351,1
9.325,111.1573,33.296,113.564,14.996,7.882,1
63.104,1886.1972,-1170.451,270.305,452.37,53.998,0
-1.223,121.3831,-17.083,4.665,-1.045,0.536,0
-105.04,76.7786,61.838,284.774,11.834,138.196,0
62.088,1215.3082,436.517,457.152,108.478,44.529,0
50.646,1397.0047,6.223,599.958,53.945,233.726,1
-352.955,182.9459,-1007.295,275.782,-33.931,87.74,1
147.3,4924.99,-67.1,1020.0,247.0,218.0,0
-5.116,28.1449,-43.029,7.8,-2.368,0.358,1
-337.549,858.2263,-457.893,313.989,-43.195,92.737,1
-5.493,13.691,-7.7,0.65,-3.94,0.0,0
26.198,585.442,81.826,76.502,43.075,22.157,1
-12.75,137.9666,200.719,146.043,-14.108,22.669,0
11.953,325.0062,44.524,121.493,19.602,30.158,1
150.12,4065.2571,835.099,507.191,267.627,290.183,0
-25.044,72.8354,-39.046,56.935,-9.711,15.235,0
11.974,372.5279,79.452,442.413,28.622,200.589,0
252.0,4631.055,5553.0,4407.0,283.0,153.0,1
-2.011,4.99,0.793,8.958,-0.929,4.632,0
0.092,5.7181,-11.798,0.27,0.032,0.172,0
-12.876,12.5888,-31.426,6.318,-8.074,0.947,0
8.326,240.8937,-57.566,83.053,7.372,38.378,0
126.212,1807.637,522.187,426.721,197.273,12.679,1
2.54,35.0235,1.573,3.47,1.441,1.6,0
6.171,118.4848,23.684,6.905,11.609,0.0,1
-87.351,484.9197,-355.691,150.93,-68.859,43.177,1
-0.561,6.4889,-68.461,0.599,-0.982,0.0,1
26.339,1056.0215,-5.39,127.847,43.192,55.261,0
0.121,9.1531,8.385,15.335,0.01,5.8,1
-28.052,53.081,-163.737,39.025,-28.75,3.532,0
-183.922,25.0087,-334.489,14.086,-23.659,5.617,0
-54.691,103.9946,-66.94,70.446,-12.948,47.597,1
-18.795,52.2972,-56.736,28.948,-15.75,19.721,0
-253.538,361.9096,23.135,323.168,-99.734,147.796,1
-2.746,0.9362,-17.913,2.966,-2.254,0.937,0
-0.04,1.3344,-16.446,2.646,2.052,1.059,0
84.112,1538.6211,223.498,279.487,137.326,0.0,1
39.717,440.7172,217.245,315.003,61.635,114.969,0
-7.66,37.4425,-34.857,22.351,1.882,13.333,0
8.637,22.971,-82.136,30.976,-24.743,9.674,1
14.962,243.6829,35.637,59.293,21.737,43.741,0
-17.046,44.3822,-359.146,35.179,-16.168,12.865,1
5.627,494.4296,18.58,120.608,2.266,41.778,1
0.258,9.2862,-0.575,7.575,0.318,2.519,0
-134.243,1077.1222,2202.934,594.877,-52.734,260.604,1
-0.235,31.1274,-81.506,2.007,-0.458,0.011,1
-47.579,588.1174,-84.696,230.869,46.913,51.671,1
182.35,1139.1501,375.012,250.179,289.905,167.481,1
-25.635,93.7163,-5.202,76.385,-16.842,30.43,1
427.235,8359.2253,2885.843,859.367,728.513,731.242,0
66.405,1261.3524,441.417,256.844,115.048,152.696,1
1.691,223.684,-33.051,9.677,1.199,4.833,0
6.678,65.9698,25.756,41.507,8.552,3.259,0
143.543,2538.2601,775.453,485.714,257.71,186.535,0
439.99,8917.5529,3509.619,5624.711,533.737,426.357,0
-665.388,123.3567,-549.764,118.325,-112.469,42.044,1
114.345,1525.056,253.654,925.421,183.986,299.07,0
-523.833,1667.2877,-595.537,496.588,-531.53,27.116,0
9.868,108.9275,-83.425,75.011,14.211,33.485,0
0.285,4.5954,-8.829,18.48,3.415,15.119,1
-7.678,12.2738,-148.799,16.261,-5.348,3.292,1
-0.617,7.3516,-6.36,0.03,-0.618,0.0,0
12.071,490.5472,49.593,96.181,31.272,43.876,0
-28.102,78.0286,-151.295,32.916,-30.558,1.172,0
24.13,537.2151,33.836,132.058,92.278,71.098,1
14.171,187.0319,34.888,79.705,21.732,5.741,1
-1.829,12.5268,-14.291,8.59,1.289,2.607,1
241.5,2135.0754,-88.9,3718.0,749.6,2147.6,1
5.038,129.88,10.467,20.745,8.001,8.016,1
0.586,9.6684,-14.203,1.44,0.695,0.236,0
-67.042,178.3572,-499.147,103.412,-74.415,11.325,0
-13.237,31.9626,-84.813,18.782,-2.537,4.071,0
279.7,6003.7766,1884.9,1542.4,467.1,887.4,0
-32.859,489.6092,45.386,345.346,-40.162,56.278,1
-0.698,9.8061,-8.117,11.584,-0.096,8.28,1
-3.093,0.5738,-12.358,30.372,-1.113,6.468,0
54.09,299.0167,-2037.625,321.241,227.087,225.519,1
1725.0,23631.7607,-1370.0,4558.0,3055.0,1328.0,1
-0.395,7.7486,0.689,6.027,-0.351,1.132,0
4.46,248.8277,-56.1,96.902,-8.861,29.29,1
-5.98,4.9792,-51.612,24.939,-5.245,6.5,1
2.867,14.5245,10.499,16.927,5.455,1.763,0
0.804,12.9426,3.685,8.226,1.153,1.734,0
112.835,4647.4983,-184.422,1618.839,1019.935,479.21,1
105.901,1046.2797,462.473,691.581,192.614,351.804,1
-1.429,9.844,-0.823,3.881,-1.438,0.73,0
11.369,44.302,0.051,85.149,30.703,33.017,0
72.7,1977.858,3890.8,1560.4,89.4,212.8,0
-79.842,329.9468,-657.092,148.803,-75.797,25.879,0
-14.359,278.6061,-62.009,38.402,-7.291,13.658,1
-0.279,5.1156,-7.654,15.515,0.233,9.568,1
12.351,258.8352,76.728,133.169,18.26,24.31,0
529.0,6166.898,1239.0,2693.0,429.0,1305.0,0
-170.0,139092.655,1697.0,13068.0,1345.0,6786.0,1
-5.976,83.61,-22.312,17.991,-6.053,1.338,1
12.318,552.463,221.104,200.116,28.735,31.773,0
5.427,13.4042,-29.416,10.424,6.938,4.856,1
-21.33,175.3652,-239.414,60.227,12.495,2.76,0
-1362.0,6721.0416,5935.0,5781.0,594.0,2760.0,1
-18.053,366.3848,-99.274,391.577,1.892,192.064,0
3.102,57.1539,30.117,185.651,9.228,140.425,1
-16.441,50.5436,-23.344,5.277,-16.259,0.636,0
-75.433,96.4343,203.926,181.257,-64.252,38.728,1
-4.859,0.9876,-118.572,3.768,-2.372,0.827,1
2.709,265.2118,33.472,17.147,14.625,10.796,1
2.858,330.3161,-79.862,68.934,4.719,1.213,0
192.903,3428.5545,1818.466,1483.002,335.12,608.297,0
12.5,138.9981,11.4,256.6,68.4,89.9,0
-302.094,364.8046,-10123.31,2985.285,1094.956,1404.674,1
-2.38,99.9667,-154.459,13.797,-2.27,1.462,0
-23.072,91.3332,-220.352,17.387,-13.922,0.027,0
36.462,997.2483,-243.059,67.658,71.261,19.393,0
445.588,13963.7635,2332.238,2733.215,809.962,1519.038,0
55.983,811.0259,464.759,426.937,130.038,153.903,0
-2.302,14.9425,-39.998,0.033,-5.244,0.0,0
1106.0,8260.3394,1263.0,7541.0,880.0,646.0,1
-147.332,130.2318,216.336,376.533,7.145,31.132,1
-540.7,140.4377,-423.7,2191.9,-246.0,162.0,1
-0.224,86.3954,68.405,149.914,2.885,4.905,1
-52.212,43.3121,-67.201,45.422,-35.306,33.494,1
-1.698,91.7953,-63.021,9.977,-1.771,2.385,1
-7.489,53.7869,-42.861,9.137,-6.888,5.289,1
-156.254,1047.6544,-378.678,393.183,-158.908,0.0,0
1275.0,15480.2952,6554.0,3869.0,2344.0,1383.0,0
137.158,4010.7847,-115.66,487.895,206.671,70.5,1
0.634,2.1008,-9.746,16.134,1.436,6.946,0
-0.922,7.785,-6.556,2.47,-0.633,0.792,1
6.759,223.8935,-2.253,37.865,12.086,9.5,0
-40.955,59.1935,-50.095,9.979,-34.572,4.145,1
1.601,18.7393,-40.392,6.601,-6.536,0.947,1
-92.753,930.3304,-154.086,131.428,60.717,47.367,1
-36.112,2.969,-105.122,3.294,-6.845,0.534,1
-20.737,254.2897,-140.414,115.18,-15.195,34.198,0
15.119,770.0363,22.599,94.723,26.876,39.763,0
1.441,20.624,24.8,23.809,1.311,3.772,0
47.225,725.9773,85.906,54.433,135.003,6.094,1
-3.613,26.6986,-1.411,1.677,-2.983,0.671,1
-32.357,209.7056,-153.535,73.47,-39.275,1.494,1
-0.527,11.0626,-26.19,0.383,-0.527,0.006,1
-9.267,25.2874,89.885,211.919,19.149,76.088,0
1.534,16.4455,11.933,21.324,4.031,19.361,0
345.401,6754.6201,1887.331,1577.257,601.048,840.447,0
-91.407,1334.3756,-1491.403,281.28,-79.992,14.382,0
-10.155,124.6351,-450.436,77.906,22.295,51.706,1
0.629,19.5482,0.226,3.871,1.864,1.971,0
-28.281,247.8821,-170.69,17.041,-20.014,0.079,1
-588.1,669.51,-4881.1,1423.8,-51.7,127.8,1
0.472,17.615,-1.389,11.374,1.578,9.587,1
807.492,26542.8246,-46.829,12313.446,1872.754,957.518,0
-2.835,463.7508,-178.805,39.815,-18.478,0.224,0
-17.286,195.4425,-360.48,50.506,-14.984,18.27,0
-0.339,3.3482,-4.549,1.162,-0.359,0.278,1
-35.193,1722.4797,-62.256,311.391,-41.716,6.537,0
-32.338,398.235,96.662,329.837,28.552,219.577,0
129.0,2319.3984,1168.0,1275.0,221.0,563.0,0
18.189,498.7369,46.173,208.086,39.709,135.048,1
-25.913,267.0598,-152.71,90.509,-22.158,32.084,0
7.895,266.2856,76.728,120.411,9.773,11.522,0
-30.027,267.9931,-55.778,76.174,-14.644,31.687,1
0.914,5.3303,-167.299,2.902,-10.254,2.282,1
-2.65,3.7975,-25.767,6.237,-2.95,3.431,0
1.344,105.1712,-5.179,25.727,0.482,0.25,1
1108.0,52388.0627,8606.0,6168.0,2266.0,1487.0,0
11.199,34.704,14.167,242.336,27.998,91.812,1
105.933,1809.1056,655.483,349.917,159.404,103.258,1
37.313,547.2528,-74.631,353.034,121.398,168.562,1
-63.265,383.8397,-497.767,295.884,10.264,122.546,0
-8.569,36.4242,-62.295,7.221,-8.581,0.004,1
-23.107,226.7421,-36.744,926.54,36.575,505.375,0
-12.451,408.68,-151.854,51.962,-18.736,1.338,1
7.082,224.1811,30.372,13.762,4.583,7.42,0
3.061,72.3846,10.585,41.924,9.889,24.224,0
-8.807,374.4718,-18.558,39.72,-8.905,2.379,1
-8.666,25.483,-61.123,5.375,-9.607,4.178,1
45.222,434.3353,133.215,222.16,74.489,11.206,0
-2.11,3.2387,-36.001,2.798,0.297,1.682,1
4.619,112.1146,-3.137,46.401,5.283,16.519,0
2.547,109.6017,-5.86,43.489,3.712,16.705,0
100.6,1737.819,1568.1,1100.6,142.9,319.8,0
-0.269,2.5858,-2.246,2.944,-0.235,0.0,0
119.414,1057.9399,2.02,168.747,185.099,127.617,1
126.188,1583.2045,337.721,361.161,291.655,200.972,0
-2.832,46.081,-37.307,2.918,-3.133,0.83,1
61.799,2070.3464,407.94,175.284,109.789,13.091,0
-66.503,156.5934,-1163.036,228.066,-62.499,74.666,0
-0.004,5.8079,-9.636,13.852,-0.101,5.0,0
9.836,330.1045,80.286,178.413,14.77,56.804,0
68.167,1091.952,541.822,383.661,100.501,175.16,0
-71.34,22.7141,-989.632,342.867,34.15,121.308,1
-1.306,4.9057,-67.848,0.205,-1.238,0.005,1
-32.2,141.6766,-104.732,13.547,-32.515,4.338,1
40.669,929.807,206.315,285.694,63.021,40.866,0
42.704,600.0507,234.139,244.367,55.474,60.446,0
-5.493,13.691,-7.7,0.65,-3.94,0.0,0
-122.535,1116.9207,-107.403,169.219,-186.874,125.985,1
-174.664,93.9708,-457.032,674.053,-112.865,228.877,1
-120.587,1305.447,-542.167,285.211,-117.497,0.048,0
-4.892,19.0868,-61.475,0.365,-3.575,0.209,0
-38.966,16.9158,-1224.982,19.403,-1.29,12.64,1
-0.411,0.6633,-17.543,1.939,-0.388,0.921,0
-25.347,96.3455,-175.053,31.226,-27.249,0.009,1
-211.004,453.5943,-306.98,222.282,-30.1,59.896,0
0.383,71.9222,-47.004,111.135,5.496,37.202,1
-0.599,6.6335,-4.943,1.385,-0.765,0.211,0
2.853,7.0683,-27.442,18.122,7.968,0.95,0
11.556,897.7884,-761.893,168.808,-63.601,8.583,1
331.907,6652.045,727.05,976.424,354.465,324.347,0
-17.205,22.6312,-109.408,8.168,-16.465,0.624,1
117.336,1960.95,-8672.01,599.272,42.877,118.155,0
5.704,472.9023,126.937,104.628,21.52,49.272,0
-155.577,3546.7896,920.262,1575.339,346.908,348.262,1
-36.121,41.1551,-52.694,145.121,3.751,66.689,1
-1.596,7.6815,-37.944,0.159,-1.383,0.0,1
-7.96,8.0305,-132.489,33.695,3.151,13.574,1
35.301,924.2256,91.892,104.182,56.504,2.178,1
-98.014,758.147,-103.276,138.618,-98.442,0.0,0
6.442,132.481,5.429,20.034,10.251,4.418,1
2.379,59.3793,-83.185,42.109,1.453,10.946,0
-4.407,23.2032,-20.453,4.003,-4.183,1.508,1
-20.648,70.9162,-41.269,31.854,-7.723,17.804,0
-45.3,878.8089,-293.3,196.8,-0.4,101.4,0
171.889,3099.3046,1008.483,527.49,257.438,168.31,0
-15.713,5.4457,-32.963,34.292,-12.885,27.688,0
138.745,2862.418,346.17,1042.453,236.608,741.407,0
1451.0,26547.9562,-3016.0,3146.0,2461.0,1535.0,0
3.85,22.8121,-460.459,22.865,-0.211,9.595,1
479.378,4708.0867,806.538,190.401,248.142,90.244,1
323.6,2931.9601,-2101.2,580.4,457.8,261.8,0
11.622,111.012,55.569,58.363,24.204,44.784,1
-136.098,311.448,-314.649,599.69,-79.353,161.574,1
26.298,353.8117,127.098,333.281,48.923,24.977,0
-7.61,27.6192,-17.69,0.155,-4.914,0.0,1
-16.79,41.6392,-58.527,9.453,-3.626,3.951,0
64.0,3276.792,-924.0,1854.0,270.0,552.0,0
-7.387,22.7471,-212.389,3.779,-7.671,0.119,1
-2.238,2.4147,-10.061,0.005,-2.35,0.0,1
2.995,144.3805,-47.07,63.503,2.084,9.53,0
-11.995,407.1535,-26.199,108.528,67.708,21.129,1
0.15,4.3011,-87.39,3.677,0.047,0.219,0
16.836,385.5112,219.211,57.058,19.008,30.131,0
7.541,27.9538,-8.885,11.875,5.521,8.778,0
-4.954,274.131,-64.892,173.928,-14.017,1.122,1
