status_label,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
failed,230.869,176.387,33.384,80.297,19.76,-47.579,51.671,588.1174,278.403,2003.194,1103.48,46.913,102.016,116.065,-84.696,278.403,1233.043,198.106
failed,250.179,672.962,46.912,336.817,60.659,182.35,167.481,1139.1501,1111.501,1012.757,173.705,289.905,438.539,105.042,375.012,1111.501,412.866,774.684
failed,76.385,37.511,8.006,-8.836,13.81,-25.635,30.43,93.7163,84.872,211.386,1.31,-16.842,47.361,69.468,-5.202,84.872,100.664,93.708
alive,859.367,5039.229,339.613,1068.126,23.191,427.235,731.242,8359.2253,6187.646,3636.567,1005.026,728.513,1148.417,532.417,2885.843,6187.646,2336.215,5119.52
failed,256.844,738.947,74.703,189.751,70.946,66.405,152.696,1261.3524,1070.322,1132.3,164.205,115.048,331.375,125.133,441.417,1070.322,436.149,880.571
alive,9.677,3.061,0.484,1.683,0.907,1.691,4.833,223.684,13.674,10.589,0.0,1.199,10.613,2.297,-33.051,13.674,2.645,11.991
alive,41.507,37.608,1.456,10.008,33.445,6.678,3.259,65.9698,118.811,69.266,18.83,8.552,81.203,23.524,25.756,118.811,43.335,108.803
alive,485.714,493.72,75.439,333.149,97.857,143.543,186.535,2538.2601,1699.062,2316.202,559.0,257.71,1205.342,674.372,775.453,1699.062,1593.766,1365.913
alive,5624.711,1627.293,239.148,772.885,387.765,439.99,426.357,8917.5529,4130.162,7250.894,1373.875,533.737,2502.869,945.496,3509.619,4130.162,2794.496,3357.277
failed,118.325,445.66,55.172,-57.297,40.491,-665.388,42.044,123.3567,414.943,392.052,0.0,-112.469,-30.717,522.007,-549.764,414.943,540.625,472.24
alive,925.421,1366.132,50.174,234.16,202.143,114.345,299.07,1525.056,1981.953,1788.12,550.926,183.986,615.821,381.566,253.654,1981.953,1093.571,1747.793
alive,496.588,6.138,560.875,29.345,0.0,-523.833,27.116,1667.2877,166.937,2322.529,0.0,-531.53,160.799,72.637,-595.537,166.937,72.637,137.592
alive,75.011,184.342,4.432,18.643,0.0,9.868,33.485,108.9275,271.079,190.381,0.389,14.211,86.737,30.402,-83.425,271.079,32.633,252.436
failed,18.48,127.177,1.148,4.563,0.0,0.285,15.119,4.5954,157.232,33.821,14.041,3.415,30.055,15.611,-8.829,157.232,29.921,152.669
failed,16.261,23.602,1.5,-3.848,3.834,-7.678,3.292,12.2738,39.583,30.379,0.009,-5.348,15.981,25.034,-148.799,39.583,35.42,43.431
alive,0.03,0.624,0.0,-0.618,0.0,-0.617,0.0,7.3516,0.006,0.031,0.0,-0.618,-0.618,0.408,-6.36,0.006,0.408,0.624
alive,96.181,78.205,8.186,39.458,15.534,12.071,43.876,490.5472,197.939,320.504,169.156,31.272,119.734,34.015,49.593,197.939,203.171,158.481
alive,32.916,33.846,0.75,-29.808,0.0,-28.102,1.172,78.0286,4.038,35.632,0.0,-30.558,-29.808,12.692,-151.295,4.038,14.094,33.846
failed,132.058,72.58,149.919,242.197,0.0,24.13,71.098,537.2151,341.284,1648.442,1045.511,92.278,268.704,123.08,33.836,341.284,1251.316,99.087
failed,79.705,148.944,7.242,28.974,60.203,14.171,5.741,187.0319,328.267,122.87,0.0,21.732,179.323,45.787,34.888,328.267,46.3,299.293
failed,8.59,3.591,5.209,6.498,0.0,-1.829,2.607,12.5268,13.735,56.259,33.353,1.289,10.144,8.821,-14.291,13.735,47.165,7.237
failed,3718.0,14376.1,296.9,1046.5,605.5,241.5,2147.6,2135.0754,15995.0,7800.4,2344.6,749.6,1618.9,3603.9,-88.9,15995.0,6682.9,14948.5
failed,20.745,14.761,0.617,8.618,4.724,5.038,8.016,129.88,32.836,41.538,0.0,8.001,18.075,6.794,10.467,32.836,7.049,24.218
alive,1.44,6.271,0.317,1.012,0.448,0.586,0.236,9.6684,8.154,4.317,0.548,0.695,1.883,0.854,-14.203,8.154,1.402,7.142
alive,103.412,36.483,8.36,-66.055,25.804,-67.042,11.325,178.3572,42.748,133.073,0.0,-74.415,6.265,27.957,-499.147,42.748,38.367,108.803
alive,18.782,7.482,2.26,-0.277,2.421,-13.237,4.071,31.9626,21.317,32.653,0.0,-2.537,13.835,2.715,-84.813,21.317,4.778,21.594
alive,1542.4,3600.4,161.0,628.1,433.2,279.7,887.4,6003.7766,5340.9,4399.3,1007.2,467.1,1740.5,1387.3,1884.9,5340.9,2850.6,4712.8
failed,345.346,195.586,19.214,-20.948,15.187,-32.859,56.278,489.6092,239.069,466.257,130.0,-40.162,43.483,65.101,45.386,239.069,195.22,260.017
failed,11.584,62.235,1.32,1.224,0.183,-0.698,8.28,9.8061,67.663,20.018,5.558,-0.096,5.428,9.112,-8.117,67.663,14.67,66.439
alive,30.372,5.843,0.454,-0.659,20.494,-3.093,6.468,0.5738,8.53,50.192,0.0,-1.113,2.687,37.711,-12.358,8.53,44.9,9.189
failed,321.241,720.83,142.889,369.976,36.374,54.09,225.519,299.0167,1471.584,3302.899,1896.436,227.087,750.754,263.21,-2037.625,1471.584,3132.71,1101.608
failed,4558.0,6606.0,776.0,3831.0,364.0,1725.0,1328.0,23631.7607,10437.0,25539.0,11332.0,3055.0,3831.0,6350.0,-1370.0,10437.0,25064.0,6606.0
alive,6.027,5.463,0.353,0.002,2.102,-0.395,1.132,7.7486,11.196,7.117,0.1,-0.351,5.733,1.725,0.689,11.196,1.949,11.194
failed,96.902,282.413,15.888,7.027,14.952,4.46,29.29,248.8277,320.291,513.989,105.44,-8.861,37.878,77.984,-56.1,320.291,469.827,313.264
failed,24.939,61.188,3.795,-1.45,16.657,-5.98,6.5,4.9792,89.379,35.215,1.199,-5.245,28.191,28.939,-51.612,89.379,35.357,90.829
alive,16.927,36.344,4.186,9.641,10.88,2.867,1.763,14.5245,123.18,35.492,8.0,5.455,86.836,14.619,10.499,123.18,22.619,113.539
alive,8.226,14.636,0.142,1.295,2.991,0.804,1.734,12.9426,20.415,8.794,0.0,1.153,5.779,2.84,3.685,20.415,2.84,19.12
failed,1618.839,1514.628,1169.5,2189.435,0.0,112.835,479.21,4647.4983,4761.576,16635.484,7873.667,1019.935,3246.948,1301.587,-184.422,4761.576,12580.003,2572.141
failed,691.581,1541.934,46.095,238.709,294.454,105.901,351.804,1046.2797,2116.239,1304.838,462.0,192.614,574.305,143.118,462.473,2116.239,720.933,1877.53
alive,3.881,1.819,0.099,-1.339,1.358,-1.429,0.73,9.844,4.209,3.935,0.0,-1.438,2.39,0.435,-0.823,4.209,0.435,5.548
alive,85.149,362.865,19.515,50.218,48.848,11.369,33.017,44.302,445.6,318.262,99.019,30.703,82.735,97.207,0.051,445.6,224.809,395.382
alive,1560.4,684.8,403.7,493.1,0.0,72.7,212.8,1977.858,1282.8,8458.3,2510.3,89.4,598.0,257.4,3890.8,1282.8,3072.2,789.7
alive,148.803,151.432,4.826,-70.971,12.103,-79.842,25.879,329.9468,172.055,160.052,0.0,-75.797,20.623,98.426,-657.092,172.055,162.744,243.026
failed,38.402,4.98,0.669,-6.622,0.0,-14.359,13.658,278.6061,7.185,43.492,2.167,-7.291,2.205,6.371,-62.009,7.185,9.221,13.807
failed,15.515,18.647,0.333,0.566,5.463,-0.279,9.568,5.1156,29.886,17.82,0.0,0.233,11.239,12.218,-7.654,29.886,12.218,29.32
alive,133.169,77.707,9.318,27.578,30.24,12.351,24.31,258.8352,185.056,271.416,0.078,18.26,107.349,20.933,76.728,185.056,39.482,157.478
alive,2693.0,4050.0,247.0,676.0,361.0,529.0,1305.0,6166.898,6028.0,5287.0,305.0,429.0,1978.0,1645.0,1239.0,6028.0,3231.0,5352.0
failed,13068.0,12679.0,1243.0,2588.0,2956.0,-170.0,6786.0,139092.655,22277.0,22597.0,1624.0,1345.0,9598.0,7790.0,1697.0,22277.0,9987.0,19689.0
failed,17.991,34.802,0.408,-5.645,1.017,-5.976,1.338,83.61,50.897,28.89,0.242,-6.053,16.095,30.637,-22.312,50.897,30.906,56.542
alive,200.116,104.72,12.465,41.2,42.256,12.318,31.773,552.463,250.112,281.454,0.0,28.735,145.392,56.537,221.104,250.112,60.35,208.912
failed,10.424,25.421,0.236,7.174,4.823,5.427,4.856,13.4042,43.092,11.543,1.029,6.938,17.671,11.386,-29.416,43.092,16.215,35.918
alive,60.227,295.333,12.449,24.944,5.67,-21.33,2.76,175.3652,354.844,142.534,7.496,12.495,59.511,57.46,-239.414,354.844,97.69,329.9
failed,5781.0,8783.0,1406.0,2000.0,1140.0,-1362.0,2760.0,6721.0416,14268.0,14921.0,2764.0,594.0,5485.0,5489.0,5935.0,14268.0,12934.0,12268.0
alive,391.577,44.394,42.763,44.655,0.0,-18.053,192.064,366.3848,278.221,519.775,0.0,1.892,233.827,218.437,-99.274,278.221,220.262,233.566
failed,185.651,1700.737,5.665,14.893,6.874,3.102,140.425,57.1539,1721.929,210.261,11.475,9.228,21.192,152.665,30.117,1721.929,168.029,1707.036
alive,5.277,2.601,0.607,-15.652,3.156,-16.441,0.636,50.5436,3.18,17.201,3.872,-16.259,0.579,3.92,-23.344,3.18,7.792,18.832
failed,181.257,201.165,34.605,-29.647,64.014,-75.433,38.728,96.4343,210.745,474.366,45.65,-64.252,9.58,80.555,203.926,210.745,138.083,240.392
failed,3.768,1.894,0.156,-2.216,0.558,-4.859,0.827,0.9876,4.395,5.073,7.501,-2.372,2.501,2.363,-118.572,4.395,10.232,6.611
failed,17.147,5.474,13.365,27.99,0.0,2.709,10.796,265.2118,39.114,248.726,0.0,14.625,33.64,22.017,33.472,39.114,48.907,11.124
alive,68.934,57.658,1.016,5.735,0.0,2.858,1.213,330.3161,63.393,105.415,0.0,4.719,5.735,15.185,-79.862,63.393,18.8,57.658
alive,1483.002,3301.063,90.644,425.764,704.071,192.903,608.297,3428.5545,4977.044,2459.601,125.258,335.12,1675.981,747.324,1818.466,4977.044,922.119,4551.28
alive,256.6,439.0,22.5,90.9,138.3,12.5,89.9,138.9981,640.5,494.3,0.0,68.4,201.5,188.1,11.4,640.5,265.0,549.6
failed,2985.285,2486.336,763.306,1858.262,21.157,-302.094,1404.674,364.8046,6161.352,16542.039,19938.531,1094.956,3675.016,1428.962,-10123.31,6161.352,23956.125,4303.09
alive,13.797,2.88,1.58,-0.69,0.0,-2.38,1.462,99.9667,10.907,14.77,0.766,-2.27,8.027,5.222,-154.459,10.907,6.283,11.597
alive,17.387,7.238,0.844,-13.078,0.122,-23.072,0.027,91.3332,5.991,55.181,0.0,-13.922,-1.247,14.992,-220.352,5.991,14.992,19.069
alive,67.658,78.5,4.089,75.35,0.0,36.462,19.393,997.2483,227.534,126.841,205.0,71.261,149.034,84.456,-243.059,227.534,295.95,152.184
alive,2733.215,15428.89,220.661,1030.623,937.899,445.588,1519.038,13963.7635,19303.268,4813.955,1023.642,809.962,3874.378,1782.935,2332.238,19303.268,3052.387,18272.645
alive,426.937,1423.924,84.732,214.77,255.573,55.983,153.903,811.0259,1752.401,1527.369,568.987,130.038,328.477,227.927,464.759,1752.401,1052.503,1537.631
alive,0.033,5.375,0.086,-5.158,0.029,-2.302,0.0,14.9425,0.217,0.337,0.0,-5.244,-5.158,0.703,-39.998,0.217,2.505,5.375
failed,7541.0,14601.0,69.0,949.0,3281.0,1106.0,646.0,8260.3394,19701.0,8651.0,367.0,880.0,5100.0,2086.0,1263.0,19701.0,4182.0,18752.0
failed,376.533,1574.597,40.306,47.451,217.765,-147.332,31.132,130.2318,1921.734,942.056,225.634,7.145,347.137,342.853,216.336,1921.734,645.247,1874.283
failed,2191.9,1532.4,50.1,-195.9,1752.0,-540.7,162.0,140.4377,1671.8,3549.3,530.0,-246.0,139.4,1575.9,-423.7,1671.8,2796.9,1867.7
failed,149.914,341.393,9.817,12.702,128.545,-0.224,4.905,86.3954,499.032,185.386,29.875,2.885,157.639,42.215,68.405,499.032,78.214,486.33
failed,45.422,77.867,239.786,204.48,0.0,-52.212,33.494,43.3121,356.252,766.766,0.0,-35.306,278.385,620.78,-67.201,356.252,709.647,151.772
failed,9.977,17.258,0.747,-1.024,3.493,-1.698,2.385,91.7953,26.575,16.1,3.867,-1.771,9.317,4.281,-63.021,26.575,8.148,27.599
failed,9.137,5.247,0.803,-6.085,1.392,-7.489,5.289,53.7869,6.344,12.984,2.119,-6.888,1.097,3.976,-42.861,6.344,6.095,12.429
alive,393.183,157.347,1.674,-157.234,0.936,-156.254,0.0,1047.6544,0.113,409.154,0.0,-158.908,-157.234,25.89,-378.678,0.113,26.371,157.347
alive,3869.0,6383.0,1054.0,3398.0,1005.0,1275.0,1383.0,15480.2952,9781.0,31725.0,6687.0,2344.0,3398.0,3777.0,6554.0,9781.0,20944.0,6383.0
failed,487.895,616.707,73.386,280.057,99.278,137.158,70.5,4010.7847,966.827,1259.356,163.147,206.671,350.12,145.982,-115.66,966.827,999.961,686.77
alive,16.134,37.232,0.807,2.243,8.014,0.634,6.946,2.1008,46.788,18.828,1.518,1.436,9.556,12.403,-9.746,46.788,13.921,44.545
failed,2.47,2.684,0.577,-0.056,0.0,-0.922,0.792,7.785,4.367,10.344,4.077,-0.633,1.683,0.917,-6.556,4.367,4.994,4.423
alive,37.865,46.443,1.367,13.453,0.0,6.759,9.5,223.8935,71.764,69.388,0.0,12.086,25.321,8.789,-2.253,71.764,10.031,58.311
failed,9.979,36.306,7.976,-26.596,0.0,-40.955,4.145,59.1935,16.757,132.566,93.251,-34.572,-19.549,12.04,-50.095,16.757,107.187,43.353
failed,6.601,1.537,0.998,-5.538,0.0,1.601,0.947,18.7393,1.6,9.714,0.0,-6.536,0.063,3.741,-40.392,1.6,4.033,7.138
failed,131.428,161.134,16.865,77.582,0.0,-92.753,47.367,930.3304,252.597,1355.514,414.704,60.717,91.463,51.181,-154.086,252.597,620.506,175.015
failed,3.294,3.607,1.541,-5.304,0.0,-36.112,0.534,2.969,4.711,42.747,0.001,-6.845,1.104,51.788,-105.122,4.711,52.072,10.015
alive,115.18,79.155,8.998,-6.197,20.212,-20.737,34.198,254.2897,246.632,295.432,21.361,-15.195,167.477,84.219,-140.414,246.632,125.2,252.829
alive,94.723,60.539,3.948,30.824,8.979,15.119,39.763,770.0363,156.92,175.596,2.768,26.876,96.381,22.764,22.599,156.92,39.446,126.096
alive,23.809,12.682,0.319,1.63,6.578,1.441,3.772,20.624,20.967,27.646,0.0,1.311,8.285,2.903,24.8,20.967,2.903,19.337
failed,54.433,222.461,60.198,195.201,0.0,47.225,6.094,725.9773,417.662,1927.249,853.0,135.003,195.201,81.492,85.906,417.662,1011.659,222.461
failed,1.677,3.088,1.339,-1.644,0.0,-3.613,0.671,26.6986,3.572,30.881,2.144,-2.983,0.484,4.329,-1.411,3.572,11.572,5.216
failed,73.47,63.691,4.5,-34.775,0.0,-32.357,1.494,209.7056,28.916,132.1,2.727,-39.275,-34.775,25.162,-153.535,28.916,30.216,63.691
failed,0.383,1.301,0.01,-0.517,0.0,-0.527,0.006,11.0626,3.02,0.75,0.0,-0.527,1.719,0.984,-26.19,3.02,0.984,3.537
alive,211.919,1073.013,36.064,55.213,108.017,-9.267,76.088,25.2874,1287.052,702.286,398.069,19.149,214.039,120.351,89.885,1287.052,574.969,1231.839
alive,21.324,150.737,1.947,5.978,0.0,1.534,19.361,16.4455,157.399,31.25,0.0,4.031,6.662,14.246,11.933,157.399,16.105,151.421
alive,1577.257,2853.997,100.91,701.958,486.262,345.401,840.447,6754.6201,4522.424,4033.951,950.035,601.048,1668.427,1704.421,1887.331,4522.424,3022.86,3820.466
alive,281.28,97.051,4.278,-75.714,0.0,-91.407,14.382,1334.3756,21.337,339.275,57.748,-79.992,-75.714,72.327,-1491.403,21.337,132.131,97.051
failed,77.906,276.48,98.7,120.995,0.0,-10.155,51.706,124.6351,484.618,508.354,463.845,22.295,208.138,82.809,-450.436,484.618,579.341,363.623
alive,3.871,2.577,0.494,2.358,0.0,0.629,1.971,19.5482,8.842,9.261,0.447,1.864,6.265,2.874,0.226,8.842,5.055,6.484
failed,17.041,1.951,0.313,-19.701,3.419,-28.281,0.079,247.8821,0.836,20.285,5.049,-20.014,-1.115,4.577,-170.69,0.836,9.626,20.537
failed,1423.8,1775.3,1102.7,1051.0,310.3,-588.1,127.8,669.51,5864.4,3179.6,1121.6,-51.7,4089.1,1317.9,-4881.1,5864.4,2548.0,4813.4
failed,11.374,44.101,1.086,2.664,0.435,0.472,9.587,17.615,50.801,23.931,6.47,1.578,6.7,13.172,-1.389,50.801,19.642,48.137
alive,12313.446,8434.504,1012.026,2884.78,512.707,807.492,957.518,26542.8246,13904.865,20375.628,12615.991,1872.754,5470.361,4551.649,-46.829,13904.865,19378.623,11020.085
alive,39.815,18.689,1.85,-16.628,0.0,-2.835,0.224,463.7508,2.061,46.976,21.172,-18.478,-16.628,9.704,-178.805,2.061,48.18,18.689
alive,50.506,28.742,1.612,-13.372,3.793,-17.286,18.27,195.4425,63.924,54.577,16.888,-14.984,35.182,13.09,-360.48,63.924,32.037,77.296
failed,1.162,1.46,0.651,0.292,0.0,-0.339,0.278,3.3482,3.063,2.981,0.309,-0.359,1.603,0.149,-4.549,3.063,1.08,2.771
alive,311.391,5.668,16.922,-24.794,0.0,-35.193,6.537,1722.4797,32.198,430.801,0.557,-41.716,26.53,17.14,-62.256,32.198,18.155,56.992
alive,329.837,789.158,17.472,46.024,33.327,-32.338,219.577,398.235,1029.353,608.467,99.258,28.552,240.195,224.999,96.662,1029.353,350.44,983.329
alive,1275.0,1946.0,149.0,370.0,442.0,129.0,563.0,2319.3984,2616.0,2636.0,503.0,221.0,670.0,547.0,1168.0,2616.0,1366.0,2246.0
failed,208.086,223.287,3.566,43.275,10.707,18.189,135.048,498.7369,347.003,229.942,0.0,39.709,123.716,97.817,46.173,347.003,97.817,303.728
alive,90.509,158.449,6.981,-15.177,16.58,-25.913,32.084,267.0598,232.846,116.669,5.17,-22.158,74.397,33.365,-152.71,232.846,76.463,248.023
alive,120.411,71.177,8.215,17.988,0.0,7.895,11.522,266.2856,174.161,154.018,0.0,9.773,102.984,74.556,76.728,174.161,77.288,156.173
failed,76.174,164.776,1.186,-13.458,22.798,-30.027,31.687,267.9931,190.116,89.269,0.0,-14.644,25.34,66.793,-55.778,190.116,76.21,203.574
failed,2.902,8.2,1.763,-8.491,0.441,0.914,2.282,5.3303,11.537,5.852,0.0,-10.254,3.337,9.173,-167.299,11.537,10.231,20.028
alive,6.237,15.506,1.841,-1.109,0.23,-2.65,3.431,3.7975,25.733,17.049,0.0,-2.95,10.227,7.961,-25.767,25.733,10.188,26.842
failed,25.727,0.733,0.221,0.703,2.211,1.344,0.25,105.1712,5.505,32.083,0.0,0.482,4.772,4.691,-5.179,5.505,4.691,4.802
alive,6168.0,2306.0,520.0,2786.0,1618.0,1108.0,1487.0,52388.0627,13691.0,12567.0,3361.0,2266.0,11385.0,3310.0,8606.0,13691.0,7857.0,10905.0
failed,242.336,412.938,1.354,29.352,146.444,11.199,91.812,34.704,522.183,250.228,127.884,27.998,109.245,82.746,14.167,522.183,210.63,492.831
failed,349.917,377.138,44.893,204.297,140.686,105.933,103.258,1809.1056,645.536,808.878,0.0,159.404,268.398,50.83,655.483,645.536,95.8,441.239
failed,353.034,414.064,113.017,234.415,28.86,37.313,168.562,547.2528,677.982,1255.733,469.205,121.398,263.918,151.866,-74.631,677.982,665.1,443.567
alive,295.884,317.332,16.0,26.264,73.173,-63.265,122.546,383.8397,431.572,371.335,78.146,10.264,114.24,135.793,-497.767,431.572,230.22,405.308
failed,7.221,0.047,0.433,-8.148,0.0,-8.569,0.004,36.4242,0.195,8.388,0.0,-8.581,0.148,0.087,-62.295,0.195,0.087,8.343
alive,926.54,3090.211,7.924,44.499,373.996,-23.107,505.375,226.7421,3372.876,1044.815,170.557,36.575,282.665,705.839,-36.744,3372.876,882.705,3328.377
failed,51.962,18.177,0.581,-18.155,0.0,-12.451,1.338,408.68,0.022,57.208,0.0,-18.736,-18.155,3.641,-151.854,0.022,3.641,18.177
alive,13.762,77.797,4.159,8.742,3.916,7.082,7.42,224.1811,100.311,269.526,89.235,4.583,22.514,19.672,30.372,100.311,135.973,91.569
alive,41.924,231.452,7.508,17.397,10.518,3.061,24.224,72.3846,267.238,126.386,52.278,9.889,35.786,37.921,10.585,267.238,93.395,249.841
failed,39.72,9.701,1.482,-7.423,0.0,-8.807,2.379,374.4718,12.313,44.453,0.68,-8.905,2.612,2.725,-18.558,12.313,3.405,19.736
failed,5.375,1.647,0.57,-9.037,0.0,-8.666,4.178,25.483,1.757,14.687,0.455,-9.607,0.11,7.872,-61.123,1.757,8.534,10.794
alive,222.16,50.032,8.804,83.293,75.679,45.222,11.206,434.3353,184.813,311.047,0.0,74.489,134.781,47.719,133.215,184.813,53.628,101.52
failed,2.798,6.99,0.013,0.31,0.0,-2.11,1.682,3.2387,9.737,2.939,0.0,0.297,2.747,1.061,-36.001,9.737,1.061,9.427
alive,46.401,41.8,0.775,6.058,13.933,4.619,16.519,112.1146,66.407,48.905,5.106,5.283,24.607,11.033,-3.137,66.407,16.422,60.349
alive,43.489,15.928,2.627,6.339,0.0,2.547,16.705,109.6017,57.284,60.563,1.528,3.712,41.356,40.324,-5.86,57.284,41.852,50.945
alive,1100.6,1289.5,88.7,231.6,0.0,100.6,319.8,1737.819,2005.0,2037.9,59.9,142.9,715.5,286.5,1568.1,2005.0,666.0,1773.4
alive,2.944,8.94,0.233,-0.002,2.058,-0.269,0.0,2.5858,15.378,4.213,0.446,-0.235,6.438,3.077,-2.246,15.378,3.581,15.38
failed,168.747,262.872,24.515,209.614,0.0,119.414,127.617,1057.9399,509.917,452.153,212.028,185.099,247.045,58.814,2.02,509.917,294.392,300.303
alive,361.161,1418.634,151.593,443.248,72.111,126.188,200.972,1583.2045,1861.882,3506.739,1124.335,291.655,443.248,550.09,337.721,1861.882,2528.269,1418.634
failed,2.918,13.331,0.281,-2.852,0.046,-2.832,0.83,46.081,13.432,15.317,7.381,-3.133,0.101,4.513,-37.307,13.432,11.894,16.284
alive,175.284,505.421,35.721,145.51,129.727,61.799,13.091,2070.3464,894.492,907.794,255.688,109.789,389.071,155.793,407.94,894.492,434.183,748.982
alive,228.066,296.124,22.289,-40.21,78.444,-66.503,74.666,156.5934,385.458,328.306,0.0,-62.499,89.334,135.542,-1163.036,385.458,160.655,425.668
alive,13.852,53.024,0.546,0.445,7.405,-0.004,5.0,5.8079,71.24,18.585,1.9,-0.101,18.216,8.15,-9.636,71.24,10.05,70.795
alive,178.413,120.584,9.715,24.485,90.159,9.836,56.804,330.1045,243.218,232.396,4.699,14.77,122.634,63.55,80.286,243.218,71.372,218.733
alive,383.661,617.954,77.61,178.111,159.661,68.167,175.16,1091.952,916.899,1129.475,12.353,100.501,298.945,303.837,541.822,916.899,536.173,738.788
failed,342.867,1067.271,168.386,202.536,106.795,-71.34,121.308,22.7141,1384.568,1389.099,64.98,34.15,317.297,1247.076,-989.632,1384.568,2132.547,1182.032
failed,0.205,1.327,0.097,-1.141,0.0,-1.306,0.005,4.9057,0.186,0.235,0.83,-1.238,-1.141,0.288,-67.848,0.186,1.143,1.327
failed,13.547,7.467,1.264,-31.251,4.621,-32.2,4.338,141.6766,9.82,17.691,0.0,-32.515,2.353,7.305,-104.732,9.82,7.305,41.071
alive,285.694,289.303,13.105,76.126,88.864,40.669,40.866,929.807,544.268,395.936,0.0,63.021,254.965,92.784,206.315,544.268,116.739,468.142
alive,244.367,579.95,7.38,62.854,79.815,42.704,60.446,600.0507,681.834,342.033,0.0,55.474,101.884,70.119,234.139,681.834,134.569,618.98
alive,0.65,0.864,0.524,-3.416,0.387,-5.493,0.0,13.691,1.298,6.494,2.737,-3.94,0.434,1.141,-7.7,1.298,3.878,4.714
failed,169.219,1109.315,105.784,-81.09,31.037,-122.535,125.985,1116.9207,1073.362,1199.837,11.438,-186.874,-35.953,184.519,-107.403,1073.362,1117.521,1154.452
failed,674.053,861.181,120.695,7.83,0.0,-174.664,228.877,93.9708,1199.422,1748.126,1242.049,-112.865,338.241,414.051,-457.032,1199.422,1664.431,1191.592
alive,285.211,116.291,1.468,-116.029,0.0,-120.587,0.048,1305.447,0.262,295.699,0.0,-117.497,-116.029,20.902,-542.167,0.262,26.854,116.291
alive,0.365,4.795,0.01,-3.565,0.0,-4.892,0.209,19.0868,1.23,0.497,0.0,-3.575,-3.565,9.641,-61.475,1.23,9.641,4.795
failed,19.403,20.662,1.231,-0.059,0.0,-38.966,12.64,16.9158,60.121,49.942,0.0,-1.29,39.459,55.275,-1224.982,60.121,59.665,60.18
alive,1.939,4.742,0.136,-0.252,0.278,-0.411,0.921,0.6633,8.707,6.547,0.949,-0.388,3.965,2.412,-17.543,8.707,3.461,8.959
failed,31.226,27.059,0.212,-27.037,0.0,-25.347,0.009,96.3455,0.022,31.856,0.0,-27.249,-27.037,6.078,-175.053,0.022,6.402,27.059
alive,222.282,145.872,20.9,-9.2,48.751,-211.004,59.896,453.5943,230.656,360.863,8.908,-30.1,84.784,71.959,-306.98,230.656,81.725,239.856
failed,111.135,158.444,4.618,10.114,45.529,0.383,37.202,71.9222,231.435,148.08,14.49,5.496,72.991,62.192,-47.004,231.435,76.682,221.321
alive,1.385,0.7,0.185,-0.58,0.23,-0.599,0.211,6.6335,1.78,2.502,0.085,-0.765,1.08,0.362,-4.943,1.78,0.658,2.36
alive,18.122,24.441,10.761,18.729,0.777,2.853,0.95,7.0683,44.823,104.829,64.209,7.968,20.382,16.803,-27.442,44.823,81.012,26.094
failed,168.808,65.559,14.779,-48.822,44.211,11.556,8.583,897.7884,53.951,1324.911,546.981,-63.601,-11.608,368.914,-761.893,53.951,1409.012,102.773
alive,976.424,1550.314,258.246,612.711,0.0,331.907,324.347,6652.045,2416.582,1951.211,0.0,354.465,866.268,525.113,727.05,2416.582,689.166,1803.871
failed,8.168,4.424,0.917,-15.548,1.895,-17.205,0.624,22.6312,9.878,10.34,0.0,-16.465,5.454,4.034,-109.408,9.878,4.078,25.426
alive,599.272,165.753,28.185,71.062,0.0,117.336,118.155,1960.95,438.536,1288.548,227.659,42.877,272.783,473.93,-8672.01,438.536,723.78,367.474
alive,104.628,318.908,19.306,40.826,7.537,5.704,49.272,472.9023,359.734,776.265,243.049,21.52,40.826,79.079,126.937,359.734,500.057,318.908
failed,1575.339,883.65,98.865,445.773,52.097,-155.577,348.262,3546.7896,1675.19,8054.71,2746.669,346.908,791.54,1112.114,920.262,1675.19,4951.086,1229.417
failed,145.121,382.342,14.266,18.017,65.674,-36.121,66.689,41.1551,457.642,224.464,15.714,3.751,75.3,127.31,-52.694,457.642,155.879,439.625
failed,0.159,1.415,0.023,-1.36,0.0,-1.596,0.0,7.6815,0.055,2.51,3.356,-1.383,-1.36,3.421,-37.944,0.055,6.838,1.415
failed,33.695,94.555,2.706,5.857,19.267,-7.96,13.574,8.0305,113.957,81.606,22.913,3.151,19.402,55.548,-132.489,113.957,90.344,108.1
failed,104.182,269.893,14.294,70.798,60.002,35.301,2.178,924.2256,436.808,209.342,0.0,56.504,166.915,36.832,91.892,436.808,47.516,366.01
alive,138.618,5.375,11.841,-86.601,2.276,-98.014,0.0,758.147,8.999,338.515,6.847,-98.442,3.624,16.023,-103.276,8.999,22.87,95.6
failed,20.034,18.394,0.277,10.528,1.829,6.442,4.418,132.481,37.862,23.29,0.0,10.251,19.468,2.93,5.429,37.862,2.93,27.334
alive,42.109,37.526,1.545,2.998,8.811,2.379,10.946,59.3793,61.685,69.511,0.0,1.453,24.159,12.722,-83.185,61.685,13.63,58.687
failed,4.003,2.127,0.6,-3.583,0.0,-4.407,1.508,23.2032,3.399,7.214,0.562,-4.183,1.272,4.648,-20.453,3.399,5.21,6.982
